id,almacen,referencia,cod_barra,producto,categoria,precio_venta,cantidad,proveedor
216,Local 1,7500435160179,7500435160179,ariel revitacolor x 450 g,aseo,6300,3,SURTILIMA .
217,Local 1,7500435201322,7500435201322,ariel triple aroma x 225 g,aseo,3300,995,UNIMASIVOS .
218,Local 1,7500435112413,7500435112413,Ariel triple poder 1kg,aseo,13500,94,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
219,Local 1,7500435251280,7500435251280,ariel triple poder x 1 kg,aseo,13600,12,UNIMASIVOS .
220,Local 1,7500435201315,7500435201315,ariel triple poder x 100 g,aseo,1600,96,UNIMASIVOS .
221,Local 1,7500435124683,7500435124683,ariel triple poder x 450 g,aseo,6300,79,SURTILIMA .
222,Local 1,7500435245296,7500435245296,ariel triple poder x 700 g,aseo,9000,97,UNIMASIVOS .
223,Local 1,7702088218775,7702088218775,Aroma 40gr,abarrotes,2000,53,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
224,Local 1,7702088207595,7702088207595,aroma cafe instantaneo x 200,abarrotes,24900,3,MD DISTRIBUCIONES
225,Local 1,7702088207182,7702088207182,aroma cafe tostado y molido x 400 g,abarrotes,21000,8,MD DISTRIBUCIONES
226,Local 1,7702088219093,7702088219093,aroma soluble 10g,abarrotes,1400,10,ALPINA .
227,Local 1,7702191164020,7702191164020,AROMATEL DOY MANZANA,aseo,2000,9,UNIMASIVOS .
228,Local 1,7702191349861,7702191349861,aromatel fragancia coco bambu x 400 ml,aseo,2900,98,UNIMASIVOS .
229,Local 1,7702191164037,7702191164037,aromatel fragancia floral x 400 ml,aseo,2900,36,UNIMASIVOS .
230,Local 1,7702191164051,7702191164051,aromatel fragancia manzana y gardenia x 400 ml,aseo,2900,47,UNIMASIVOS .
231,Local 1,7702191164846,7702191164846,AROMATEL FRAMBUESA DP X400ML,CATEGORIA ESTANDAR,2900,41,DISTRIMARIO SAS
232,Local 1,7702191164853,7702191164853,Aromatel frambuesa x180ml,aseo,1800,9,DISTRIMARIO SAS
233,Local 1,7702191360361,7702191360361,aromatel frambuesa y flor de cerezo x420 ml,aseo,3000,9,INVERSIONES GUTIERREZ EQCO
234,Local 1,7702191164044,7702191164044,Aromatel mandarina,CATEGORIA ESTANDAR,2900,39,DISTRIMARIO SAS
235,Local 1,7702191164013,7702191164013,Aromatel mandarina 180ml,aseo,1800,11,UNIMASIVOS .
236,Local 1,7702191360378,7702191360378,Aromatel manzana 420ml,aseo,3000,94,UNIMASIVOS .
237,Local 1,7702191360354,7702191360354,aromatel suaviz floral 480 ml,aseo,3000,12,UNIMASIVOS .
238,Local 1,7709677370739,7709677370739,Aromatica Albahaca,autoservicio servitodo thaliana,2000,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
239,Local 1,7709691579101,7709691579101,aromatica cidron 20 porciones,abarrotes,2000,94,ALVARO MUÑOZ
240,Local 1,7702807482180,7702807482180,Aromatica Jaibel limonaria,abarrotes,3000,48,DISTRIALDANA .
241,Local 1,7702807482197,7702807482197,Aromatica Jaibel Manzanilla,abarrotes,3000,47,DISTRIALDANA .
242,Local 1,7702807482203,7702807482203,Aromatica Jaibel yerbabuena,abarrotes,3000,50,DISTRIALDANA .
243,Local 1,7700149010818,7700149010818,Aromatica Manzanilla Mi Dia,CATEGORIA ESTANDAR,2400,6,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
244,Local 1,7700149010801,7700149010801,Aromatica mi dia hierbabuena,CATEGORIA ESTANDAR,2400,4,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
245,Local 1,7700149010825,7700149010825,Aromatica mi dia limoncillo,CATEGORIA ESTANDAR,2400,4,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
246,Local 1,7708877341990,7708877341990,aromatica tisana  albahacax 20 gr,CATEGORIA ESTANDAR,2000,6,COMESTIBLES LABOYANA
247,Local 1,7708877341518,7708877341518,aromaticas sabor toronjil,abarrotes,2000,18,ALVARO MUÑOZ
248,Local 1,7708877341846,7708877341846,aromaticas tisanas limonaria x 20 gr,abarrotes,2000,2,COMESTIBLES LABOYANA
249,Local 1,7708877341280,7708877341280,aromaticas tisanas manzanilla x 20 gr,abarrotes,2000,4,COMESTIBLES LABOYANA
250,Local 1,7702191164006,7702191164006,AROMOMATEL DOY FLORAL,aseo,2000,7,UNIMASIVOS .
251,Local 1,7702231000011,7702231000011,arroz flor huila 500 gr,abarrotes,2200,1017,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
252,Local 1,7702552000097,7702552000097,arroz roa x 500 g,abarrotes,2000,38,DISTRICUELLAR DISTRIBUCIONES CUELLAR
253,Local 1,33,33,arroz x @,abarrotes,48500,894,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
254,Local 1,7702277736318,7702277736318,Arruru cabello claro 120ml,aseo,14500,100,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
255,Local 1,7702277934004,7702277934004,Arruru cabello claro 25ml,aseo,1200,99,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
256,Local 1,7702277474944,7702277474944,Arruru cabello claro 400ml,CATEGORIA ESTANDAR,24000,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
257,Local 1,7707337870872,7707337870872,arveja amarilla grano grande x 454 g,abarrotes,2200,1,DISTRIMARIO SAS
258,Local 1,7702910354022,7702910354022,arveja amarilla la soberana x 460 g,abarrotes,2000,32,DISTRIMARIO SAS
259,Local 1,7709990113969,7709990113969,Arveja Verde DA Aldana,autoservicio servitodo thaliana,2300,24,DISTRIALDANA .
260,Local 1,7707337870896,7707337870896,arveja verde grano grande x 454 g,abarrotes,2300,5,DISTRICUELLAR DISTRIBUCIONES CUELLAR
261,Local 1,7702910354039,7702910354039,arveja verde la soberana x 460 g,abarrotes,2300,927,DISTRIMARIO SAS
262,Local 1,746545,021321,Aspirina efervescente,medicamentos,1500,79,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
263,Local 1,301,301,ATOMIZADOR ESPIRAL 575 ML,aseo,3500,19,PLASTICO SURCOLOMBIANO
264,Local 1,7862111870742,7862111870742,Atun la española,abarrotes,7500,8,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
265,Local 1,7702088198350,7702088198350,atun vikingo en aceite,abarrotes,5000,992,MD DISTRIBUCIONES
266,Local 1,7702088204297,7702088204297,atun vikingo en aceite x 160 g,abarrotes,8000,4,MD DISTRIBUCIONES
267,Local 1,7702088198336,7702088198336,atun vikingo en agua x 160 g,abarrotes,7600,5,MD DISTRIBUCIONES
268,Local 1,7702193424016,7702193424016,aunt jemima 100 gr,abarrotes,2500,95,INVERSIONES GUTIERREZ EQCO
269,Local 1,7702193407347,7702193407347,aunt jemima syrup x 160 ml,abarrotes,8200,2,DISTRIMARIO SAS
270,Local 1,7702193424023,7702193424023,aunt jemima x 250 g,abarrotes,7700,97,DISTRICUELLAR DISTRIBUCIONES CUELLAR
271,Local 1,7702001044504,7702001044504,avena alpina original x 250 g,bebidas,4000,2,ALPINA .
272,Local 1,7702001044542,7702001044542,avena alpina sabor canela x 250 g,bebidas,4000,87,ALPINA .
273,Local 1,7702439495312,7702439495312,avena bilac 180 ml,bebidas,2000,12,POSTOBON .
274,Local 1,7702193101269,7702193101269,avena en hojuelas quaker x 115 g,abarrotes,1200,9,ALVARO MUÑOZ
275,Local 1,7702001162758,7702001162758,Avena familiar 800g,lacteos,7000,100,ALPINA .
276,Local 1,7702193101283,7702193101283,avena hojuelas quaker 190 gr,abarrotes,2300,35,ALVARO MUÑOZ
277,Local 1,7702193103140,7702193103140,avena molida quaker x 115 g,abarrotes,1500,10,DISTRICUELLAR DISTRIBUCIONES CUELLAR
278,Local 1,7702193102822,7702193102822,avena molida quaker x 200 g,abarrotes,3000,8,DISTRIMARIO SAS
279,Local 1,7702001163205,7702001163205,Avena Original Botella 280g,autoservicio servitodo thaliana,4700,6,ALPINA .
280,Local 1,7702001162802,7702001162802,avena original x 200g,bebidas,2600,49,InterPOS
281,Local 1,7702193100927,7702193100927,avena quaker en hojuelas x 400 g,abarrotes,5500,82,DISTRIMARIO SAS
282,Local 1,7509546380742,7509546380742,Axion 450g,aseo,6600,100,DISTRIMARIO SAS
283,Local 1,7509546698762,7509546698762,Axion 7 en 1,aseo,1500,98,DISTRIMARIO SAS
284,Local 1,7702010380860,7702010380860,Axion aloe vera 235gr,aseo,3400,100,DISTRIMARIO SAS
285,Local 1,7702010381041,7702010381041,Axion Avena 450gr,aseo,6500,18,DISTRIMARIO SAS
286,Local 1,7509546698748,7509546698748,Axion Bicarboato lavaloza 450g,aseo,6500,1,DISTRIMARIO SAS
287,Local 1,75084240,75084240,Axion bicarbonato 150g,CATEGORIA ESTANDAR,2500,1,DISTRIMARIO SAS
288,Local 1,7509546688305,7509546688305,Axion explosion citrica,CATEGORIA ESTANDAR,6800,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
289,Local 1,7509546680347,7509546680347,Axion jabon x450g,aseo,4700,2,DISTRIMARIO SAS
290,Local 1,7509546652559,7509546652559,axion limon disco x 130 g,aseo,1600,17,DISTRIMARIO SAS
291,Local 1,7509546684024,7509546684024,axion limon liq 180 ml,aseo,2400,993,DISTRIMARIO SAS
292,Local 1,7702010881213,7702010881213,axion limon liq x 360 ml,aseo,4500,98,DISTRIMARIO SAS
293,Local 1,77044273,77044273,axion limon x 150 g,aseo,2500,98,DISTRIMARIO SAS
294,Local 1,7702010381256,7702010381256,axion limon x 235 g,aseo,3400,93,DISTRIMARIO SAS
295,Local 1,7702010382147,7702010382147,axion limon x 850 g,aseo,12600,8,DISTRIMARIO SAS
296,Local 1,7509546051932,7509546051932,Axion liquido 70ml,CATEGORIA ESTANDAR,11500,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
297,Local 1,7704412100824,7704412100824,Azitromicina  Tableta 500mg,CATEGORIA ESTANDAR,8400,3,DISTRIMARIO SAS
298,Local 1,7702059202024,7702059202024,azucar morena kg,abarrotes,6000,5,ALVARO MUÑOZ
299,Local 1,7707007200404,7707007200404,azucar morena mayaguez x 500 g,abarrotes,2400,2,DISTRIMARIO SAS
300,Local 1,28,28,azucar pulverizada x cuarto,abarrotes,900,2,DISTRICUELLAR DISTRIBUCIONES CUELLAR
301,Local 1,7702127008022,7702127008022,Azucar Riopaila 1kg,abarrotes,4800,7,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
302,Local 1,7702127107022,7702127107022,Azucar Riopaila 500g,autoservicio servitodo thaliana,2300,94,DISTRIMARIO SAS
303,Local 1,7702127007025,7702127007025,Azucar Riopaila 500gr,abarrotes,2400,994,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
304,Local 1,7702127212023,7702127212023,AZUCAR RIOPAILA X200 PORCIONES,CATEGORIA ESTANDAR,8000,20,DISTRICUELLAR DISTRIBUCIONES CUELLAR
305,Local 1,31,31,azucar x 5 Lb,abarrotes,9200,65,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
306,Local 1,30,30,azucar x KL,abarrotes,3800,173,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
307,Local 1,29,29,azucar x Lb,abarrotes,1900,575,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
308,Local 1,32,32,azucar x media @,abarrotes,23000,43,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
309,Local 1,7702011166050,7702011166050,B.B.B. Tajin,dulceria,1800,94,DISTRIALDANA .
310,Local 1,7702184020326,7702184020326,bactroderm yodo-povidona espuma x 60 ml,medicamentos,8800,2,DISTRIMARIO SAS
311,Local 1,7702184020319,7702184020319,bactroderm yodo-povidona solucion x 60 ml,medicamentos,6600,1,DISTRIMARIO SAS
312,Local 1,7705137500333,7705137500333,baking sodio osa x 25 g,abarrotes,800,98,DISTRIMARIO SAS
313,Local 1,7702045442755,7702045442755,balance men clinical x 9 g,aseo,1200,9,ALVARO MUÑOZ
314,Local 1,7702045198263,7702045198263,balance normal crema x 8 g,CATEGORIA ESTANDAR,1700,25,DISTRIMARIO SAS
315,Local 1,7702045790290,7702045790290,Balance women,aseo,1200,32,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
316,Local 1,7709365361445,7709365361445,Bandeja de bocadillo,CATEGORIA ESTANDAR,6000,1,GLOFER DISTRIBUCIONES
317,Local 1,7702011071927,7702011071927,Barquillo piaza nucita,dulceria,1000,71,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
318,Local 1,7622210427199,7622210427199,Barra HALLS fruit Mix,autoservicio servitodo thaliana,2000,997,COLOMBINA DISTRIBUCIONES
319,Local 1,7702011160171,7702011160171,Barra Masticable BonBonBum 40Und,autoservicio servitodo thaliana,7500,1,COLOMBINA DISTRIBUCIONES
320,Local 1,7703812411509,7703812411509,Barril de Sal refisal  560g,autoservicio servitodo thaliana,4500,8,DISTRIMARIO SAS
321,Local 1,7702993051375,7702993051375,barrilete 40 unid,dulceria,11600,51,ALVARO MUÑOZ
322,Local 1,7702993048054,7702993048054,barrilete bombon x 24 unid,CATEGORIA ESTANDAR,9000,1,ALVARO MUÑOZ
323,Local 1,7702993046180,7702993046180,barrilete choco masmelos x 50 g,CATEGORIA ESTANDAR,3000,8,DISTRIMARIO SAS
324,Local 1,7702993054529,7702993054529,barrilete gamers 40 unid,CATEGORIA ESTANDAR,10500,1,ALVARO MUÑOZ
325,Local 1,80,80,barrilete unidad,dulceria,300,971,COLOMBINA DISTRIBUCIONES
326,Local 1,7702439000806,7702439000806,bary mostaza x 200 g,abarrotes,5700,3,InterPOS
327,Local 1,7702439845322,7702439845322,bary salsa BBQ X 110 G,abarrotes,2200,6,InterPOS
328,Local 1,7702439392758,7702439392758,bary salsa de mayonesa x 110 g,abarrotes,2000,98,InterPOS
329,Local 1,7702439574314,7702439574314,Bary salsa de Mayonesa x100g,CATEGORIA ESTANDAR,2200,0,ALPINA .
330,Local 1,7702439082642,7702439082642,bary salsa de tomate x 110 g,abarrotes,2000,1,COCACOLA DISTRIBUCIONES
331,Local 1,7702024022855,7702024022855,base salsa desmechada x 50 g,abarrotes,4900,1,PROGRESAR NESTLE
332,Local 1,7702024014799,770024014799,base salsa gulash x 45 g,abarrotes,5200,9,PROGRESAR NESTLE
333,Local 1,7702354310004,7702354310004,Baticrema,dulceria,4200,96,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
334,Local 1,7702354320126,7702354320126,batilado de sabor a vainilla x 820 g,abarrotes,5400,16,COLOMBINA DISTRIBUCIONES
335,Local 1,7702354320010,7702354320010,batilado sabor a arequipe x 82 g,abarrotes,5200,5,COLOMBINA DISTRIBUCIONES
336,Local 1,7702354320027,7702354320027,batilado sabor a fresa x 82 g,abarrotes,5500,103,COLOMBINA DISTRIBUCIONES
337,Local 1,7702354320065,7702354320065,batilado sabor a mora x 82 g,abarrotes,5500,103,ALVARO MUÑOZ
338,Local 1,7702011281180,7702011281180,BBB de fresa x 24 unidades,dulceria,11500,102,COLOMBINA DISTRIBUCIONES
339,Local 1,230,230,beleño,dulceria,500,6,ALVARO MUÑOZ
340,Local 1,6950225101829,6950225101829,BERRY COFFEE X 180 GR,autoservicio servitodo thaliana,87400,6,HGW COLOMBIA
341,Local 1,6950225103007,6950225103007,berry gano coffee 42 gr,autoservicio servitodo thaliana,76000,1,HGW COLOMBIA
342,Local 1,7702480000268,7702480000268,Betun bowy 32gr,CATEGORIA ESTANDAR,4200,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
343,Local 1,7702480000244,7702480000244,betun bowy color negro x 15 g,aseo,1800,4,DISTRIMARIO SAS
344,Local 1,6934378018807,6934378018807,betun cherry color negro x 40 ml,aseo,4000,49,DISTRIMARIO SAS
345,Local 1,3035,3035,Betun negro looe,autoservicio servitodo thaliana,6000,3,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
346,Local 1,7702480000251,7702480000251,betun pequeño cafe x 15 g,aseo,1800,5,DISTRIVENTAS DEL HUILA
347,Local 1,7702993047989,7702993047989,bianchi caramelo mani x 25 g,dulceria,1200,33,DISTRICUELLAR DISTRIBUCIONES CUELLAR
348,Local 1,7702993047965,7702993047965,bianchi caramelo mani x 25 g,dulceria,1200,88,DISTRICUELLAR DISTRIBUCIONES CUELLAR
349,Local 1,7702993046579,7702993046579,bianchi choco galletas 40 g,CATEGORIA ESTANDAR,2300,2,DISTRIMARIO SAS
350,Local 1,7702993044100770,7702993044100,bianchi choco mani x 30 g,CATEGORIA ESTANDAR,1800,15,GERDY DISTRIBUCIONES
351,Local 1,7702993048924,7702993048924,Bianchi chocolate,dulceria,2300,100,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
352,Local 1,7702993048962,7702993048962,bianchi cookies cream x 48 g,CATEGORIA ESTANDAR,2300,3,DISTRIMARIO SAS
353,Local 1,7702993057728,7702993057728,bianchi crukies,abarrotes,2300,2,GLOFER DISTRIBUCIONES
354,Local 1,7702993047927,7702993047927,bianchi crunchy caramelo 40 gr,dulceria,2000,10,BIMBO DISTRIVENTAS DEL SUR
355,Local 1,7702993047873,7702993047873,bianchi doble chocolate x 22 g,dulceria,1200,93,DISTRICUELLAR DISTRIBUCIONES CUELLAR
356,Local 1,7702993047842,7702993047842,bianchi doble chocolate x 36 gr,dulceria,1800,90,BIMBO DISTRIVENTAS DEL SUR
357,Local 1,7702993048900,7702993048900,bianchi encanto de fresa x 55 g,CATEGORIA ESTANDAR,2300,2,DISTRIMARIO SAS
358,Local 1,7702993047941,7702993047941,bianchi mani caramelo x 40 gr,dulceria,1800,0,BIMBO DISTRIVENTAS DEL SUR
359,Local 1,7702993058862,7702993058862,Bianchi x100,dulceria,16000,50,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
360,Local 1,7702993054888,7702993054888,Bianchi x18 barras grandes,CATEGORIA ESTANDAR,26000,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
361,Local 1,7708217296102,7708217296102,Bicarbonato consumo 100gr,abarrotes,1500,94,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
362,Local 1,7702175157390,7702175157390,bicarbonato de sodio x 10 g,CATEGORIA ESTANDAR,300,11,DISTRIALDANA .
363,Local 1,7709665578802,7709665578802,bicarbonato de sodio x 50G,CATEGORIA ESTANDAR,1100,13,COMESTIBLES LABOYANA
364,Local 1,7702175159264,7702175159264,bicarbonato el rey x 125 g,abarrotes,1500,38,DISTRIALDANA .
365,Local 1,7702175258325,7702175258325,bicarbonato el rey x 170 g,abarrotes,2000,1,DISTRIALDANA .
366,Local 1,7702175108385,7702175108385,bicarbonato el rey x 50 g,abarrotes,800,15,DISTRIALDANA .
367,Local 1,7702175141214,7702175141214,bicarbonato el rey x 500 g,abarrotes,6600,1,DISTRIALDANA .
368,Local 1,7709719816522,7709719816522,Bicarbonato elite x500g,CATEGORIA ESTANDAR,4500,3,DISTRIGRANOS SANJOSE
369,Local 1,90,90,bicarbonato la negra,abarrotes,1000,5,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
370,Local 1,89,89,bicarbonato la negra,abarrotes,500,4,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
371,Local 1,7705137500364,7705137500364,Bicarbonato soda 500gr,abarrotes,3900,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
372,Local 1,7702011271563,7702011271563,Bidge Vainilla,CATEGORIA ESTANDAR,800,10,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
373,Local 1,7707014924621,7707014924621,Big bom hula,dulceria,1900,98,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
374,Local 1,7707014902896,7707014902896,Big bom mouth x24,dulceria,9000,99,MD DISTRIBUCIONES
375,Local 1,7707014903343,7707014903343,Big Bom Mundi GOL x48,dulceria,24800,10,MD DISTRIBUCIONES
376,Local 1,7707014952051,7707014952051,Big bom orugas,dulceria,1900,96,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
377,Local 1,7707014904098,7707014904098,Big bom ositos,dulceria,1900,95,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
378,Local 1,7707014961701,7707014961701,Big bom sandia,dulceria,1900,97,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
379,Local 1,7707014983246,7707014983246,Big bom tiburon,dulceria,1900,91,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
380,Local 1,7707014902100,7707014902100,Big bom xl assorted x24,dulceria,9000,100,MD DISTRIBUCIONES
381,Local 1,7707014902704,7707014902704,Big bom xl mouth,CATEGORIA ESTANDAR,21800,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
382,Local 1,7707014902520,7707014902520,Big bom xl scholol,dulceria,9000,1000,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
383,Local 1,7707014902841,7707014902841,Big bom xxl black,CATEGORIA ESTANDAR,21400,1,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
384,Local 1,7707014908645,7707014908645,Big bom xxl cola,dulceria,23000,9,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
385,Local 1,7707014905682,7707014905682,Big bom xxl fresh x48,dulceria,23000,100,MD DISTRIBUCIONES
386,Local 1,7707014984298,7707014984298,BigBom XXL,autoservicio servitodo thaliana,21500,2,GERDY DISTRIBUCIONES
387,Local 1,7702439286392,7702439286392,Bilac chocolate,lacteos,23500,101,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
388,Local 1,7705326070579,7705326070579,Bimbo casero limon,dulceria,6800,1,BIMBO DISTRIVENTAS DEL SUR
389,Local 1,7705326012395,7705326012395,bimboletes 55 gr,dulceria,2400,4,BIMBO DISTRIVENTAS DEL SUR
390,Local 1,7709533051567,7709533051567,Bisturin grande,CATEGORIA ESTANDAR,3200,2,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
391,Local 1,7708146541595,7708146541595,Bizcocho Achira de coco 35g acacias,CATEGORIA ESTANDAR,2600,11,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
392,Local 1,7148465,7148465,Bizcocho de achira bolsa transp,abarrotes,2000,70,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
393,Local 1,7708146541793,7708146541793,bizcocho de achira especial las acacias  x 40 g,abarrotes,3000,86,FELINI DISTRIBUCIONES
394,Local 1,7709906089692,7709906089692,bizcocho de achira las acacias x 25 g,abarrotes,1700,106,FELINI DISTRIBUCIONES
395,Local 1,7709906089609,7709906089609,bizcocho de achira las acacias x 40 g,abarrotes,2800,69,FELINI DISTRIBUCIONES
396,Local 1,7708146541991,7708146541991,Bizcocho de cuajada 50g,CATEGORIA ESTANDAR,3000,6,CAROLINA DE GARZON SOCIEDAD DEPOSITO CAROLINA
397,Local 1,639767835466,639767835466,bizcocho de cuajada 60 gr,abarrotes,3000,2,ALVARO MUÑOZ
398,Local 1,6950225102994,6950225102994,BLACKTEA COFFEE X 42 GR,autoservicio servitodo thaliana,76000,2,HGW COLOMBIA
399,Local 1,7703812012690,7703812012690,blancox  aroma poder natural x 2 litros,aseo,6600,4,DISTRIMARIO SAS
400,Local 1,7703812002035,7703812002035,blancox  ropa color aroma floral x 500 ml,aseo,3700,10,DISTRIMARIO SAS
401,Local 1,7703812014250,7703812014250,blancox aroma natural x 3.8 l,aseo,13800,1,DISTRICUELLAR DISTRIBUCIONES CUELLAR
402,Local 1,7703812000017,7703812000017,blancox aroma natural x 500 ml,aseo,1700,11,DISTRIMARIO SAS
403,Local 1,7703812000024,7703812000024,blancox aroma poder natural x 1 litro,aseo,4000,4,DISTRICUELLAR DISTRIBUCIONES CUELLAR
404,Local 1,7703812407250,7703812407250,Blancox Blanqueador 1.8L,aseo,7000,4,DISTRIMARIO SAS
405,Local 1,7703812412384,7703812412384,Blancox Blanqueador 500ml,CATEGORIA ESTANDAR,1700,12,DISTRIMARIO SAS
406,Local 1,7703812407175,7703812407175,Blancox Blanqueador 900ml,aseo,4200,2,DISTRIMARIO SAS
407,Local 1,7703812407199,7703812407199,Blancox Blanqueador floral Vital x900ml,aseo,4500,7,DISTRIMARIO SAS
408,Local 1,7703812010887,7703812010887,blancox desmanchador ropa blanca aroma floral x 150ml,aseo,2000,2,DISTRIMARIO SAS
409,Local 1,7703812010146,7703812010146,blancox desmanchador ropa color aroma floral x 150 ml,aseo,2000,2,DISTRIMARIO SAS
410,Local 1,7703812013505,7703812013505,Blancox Detergente liquido 1.8L,aseo,20700,104,DISTRIMARIO SAS
411,Local 1,7703812013475,7703812013475,blancox detergente liquido 900 ml,aseo,14000,8,INVERSIONES GUTIERREZ EQCO
412,Local 1,7703812013482,7703812013482,Blancox Detergente liquido ropa oscura 1.8L,aseo,24300,19,DISTRIMARIO SAS
413,Local 1,7703812408318,7703812408318,blancox frescura oceanica x 500 ml,aseo,1600,10,DISTRIMARIO SAS
414,Local 1,7703812401265,7703812401265,blancox limpia pisos vibrante aroma rosa jazmin x 200 ml,aseo,1900,101,DISTRICUELLAR DISTRIBUCIONES CUELLAR
